"Brewery_ID","BeerName","Beer_ID","ABV","IBU","Style","Ounces"
235,"Harpoon Octoberfest",1313,0.055,30,"Märzen / Oktoberfest",12
235,"Harpoon IPA (2012)",770,0.059,42,"American IPA",12
235,"Harpoon Summer Beer (2012)",769,0.05,28,"Kölsch",12
235,"UFO White",610,0.048,10,"American Pale Wheat Ale",12
235,"Harpoon Summer Beer (2010)",192,0.05,28,"Kölsch",12
235,"Harpoon IPA (2010)",126,0.059,42,"American IPA",12
237,"Black Me Stout",2056,0.06,45,"American Stout",12
237,"Killer Kolsch",2055,0.05,22,"Kölsch",12
237,"Missile IPA",1933,0.07,65,"American IPA",12
238,"Bravo Four Point",2051,0.044,45,"American Pale Ale (APA)",12
238,"Striped Bass Pale Ale",1201,0.052,26,"American Pale Ale (APA)",12
239,"Cream Ale",2050,0.042,35,"Cream Ale",12
240,"Ananda India Pale Ale",1470,0.062,61,"American IPA",12
240,"Tiny Bomb",1469,0.045,23,"American Pilsner",12
241,"Might As Well IPL",2045,0.072,75,"American Pale Lager",16
241,"Saison Pamplemousse",1960,0.058,35,"Saison / Farmhouse Ale",12
241,"2020 IPA",1777,0.074,74,"American IPA",16
241,"Wolf Among Weeds IPA",1698,0.08,70,"American IPA",16
241,"Better Weather IPA",1641,0.094,92,"American IPA",16
241,"Point the Way IPA",1490,0.059,60,"American IPA",16
241,"Golden Road Hefeweizen",1489,0.046,15,"Hefeweizen",16
241,"Heal the Bay IPA",1399,0.068,65,"American IPA",16
241,"Point the Way IPA",1296,0.059,60,"American IPA",12
241,"Get Up Offa That Brown",991,0.055,20,"American Brown Ale",16
241,"Burning Bush Smoked IPA",750,0.08,70,"American IPA",16
241,"Wolf Among Weeds IPA (2012)",749,0.08,70,"American IPA",16
241,"Point the Way IPA (2012)",549,0.059,60,"American IPA",16
241,"Golden Road Hefeweizen (2012)",548,0.046,15,"Hefeweizen",16
242,"Skylight",2043,0.056,20,"Dunkelweizen",12
242,"Kadigan",2042,0.056,30,"American Blonde Ale",12
242,"Dammit Jim!",2041,0.052,50,"American Amber / Red Ale",12
243,"Infamous IPA",2038,0.07,75,"American IPA",12
243,"Hijack",1774,0.055,20,"Cream Ale",12
245,"Getaway",2036,0.052,30,"German Pilsener",16
245,"Farm Girl Saison",1168,0.06,30,"Saison / Farmhouse Ale",16
246,"Pub Ale",2033,0.038,18,"English Dark Mild Ale",12
246,"Ballistic Blonde",2032,0.051,31,"Belgian Pale Ale",12
247,"Golden Fleece",2031,0.045,35,"Belgian Pale Ale",12
247,"Smoking Mirror",2030,0.055,30,"American Porter",12
248,"Tropicalia",2029,0.065,65,"American IPA",12
249,"Pursuit",2026,0.07,40,"American IPA",12
249,"Half Full Bright Ale",1361,0.052,18,"American Blonde Ale",12
251,"Ale Cider",2018,0.065,8,"Fruit / Vegetable Beer",16
251,"Pail Ale",2017,0.055,30,"American Pale Ale (APA)",16
252,"Barrio Blanco",2005,0.06,60,"American IPA",12
253,"Giant DIPA",2002,0.089,88,"American Double / Imperial IPA",16
254,"Batch 69 IPA",1556,0.069,69,"American IPA",12
254,"Twisted Helles Summer Lager",1208,0.055,18,"Munich Helles Lager",12
257,"Sobek & Set",1664,0.08,80,"American Black Ale",16
257,"Wet Hot American Wheat Ale",1662,0.05,22,"American Pale Wheat Ale",16
257,"Fascist Pig Ale",935,0.08,72,"American Amber / Red Ale",16
258,"LuckenBock",1972,0.07,18,"Bock",16
258,"Texas Pale Ale (TPA)",1971,0.055,40,"American IPA",16
258,"Kol' Beer",1969,0.05,22,"Kölsch",16
259,"Wagon Party",1966,0.054,55,"California Common / Steam Beer",12
259,"Sky-Five",1965,0.067,70,"American IPA",12
259,"Stargrazer",1964,0.05,28,"Schwarzbier",12
259,"Wonderstuff",1963,0.054,48,"German Pilsener",12
260,"Ozark American Pale Ale",1961,0.04,39,"American Pale Ale (APA)",12
262,"Overgrown American Pale Ale",1946,0.055,55,"American Pale Ale (APA)",12
265,"Modus Hoperandi",1521,0.068,65,"American IPA",12
265,"Estival Cream Stout",1297,0.058,15,"American Stout",12
265,"Mexican Logger",386,0.042,18,"American Pale Lager",12
265,"ESB Special Ale",68,0.057,58,"Extra Special / Strong Bitter (ESB)",12
265,"Modus Hoperandi",67,0.068,65,"American IPA",12
266,"Almanac IPA",1938,0.062,72,"American IPA",12
266,"Farmer's Tan Red Ale",1936,0.06,30,"American Amber / Red Ale",12
267,"Summer Session Ale",1930,0.05,61,"American Pale Wheat Ale",12
268,"Cape Cod Red",1928,0.055,35,"American Amber / Red Ale",16
268,"Beach Blonde",1927,0.049,10,"American Blonde Ale",16
269,"Long Trail IPA",1926,0.059,42,"English India Pale Ale (IPA)",12
269,"Long Trail Ale",1924,0.046,30,"American Amber / Red Ale",12
269,"Double Bag",1090,0.072,33,"Altbier",16
269,"Blackbeary Wheat",574,0.04,8,"Fruit / Vegetable Beer",12
269,"Long Trail Ale (1)",573,0.046,30,"Altbier",12
270,"Commotion APA",1923,0.052,49,"American Pale Ale (APA)",12
271,"Freeride APA",1921,0.053,40,"American Pale Ale (APA)",12
271,"Alaskan Amber",1920,0.053,18,"Altbier",12
273,"Heady Topper",1111,0.08,120,"American Double / Imperial IPA",16
273,"Heady Topper",379,0.08,120,"American Double / Imperial IPA",16
274,"Hydraulion Red",1913,0.053,22,"Irish Red Ale",12
274,"40 Mile IPA",1912,0.06,50,"American IPA",12
276,"Fresh Slice White IPA",1908,0.055,45,"American White IPA",12
277,"Montauk Summer Ale",1907,0.056,28,"American Blonde Ale",12
277,"Driftwood Ale",1906,0.06,49,"Extra Special / Strong Bitter (ESB)",12
278,"Let It Ride IPA",1903,0.068,90,"American IPA",12
278,"Stir Crazy Winter Ale",1691,0.065,22,"Winter Warmer",12
278,"Sweet Yamma Jamma Ale",1555,0.05,10,"Fruit / Vegetable Beer",12
278,"Shenanigans Summer Ale",1115,0.046,27,"American Pale Wheat Ale",12
278,"Midnight Ryder",729,0.065,80,"American Black Ale",12
278,"Day Tripper Pale Ale",728,0.054,45,"American Pale Ale (APA)",12
279,"Lost Sailor IPA",1900,0.055,40,"English India Pale Ale (IPA)",12
279,"Steel Rail Extra Pale Ale",1317,0.053,20,"American Pale Ale (APA)",12
281,"Groupe G",1895,0.076,65,"Belgian IPA",16
281,"Pt. Bonita Rustic Lager",1894,0.062,40,"American Pale Lager",16
281,"Hill 88 Double IPA",1893,0.088,77,"American Double / Imperial IPA",16
282,"Longhop IPA",1891,0.042,30,"American IPA",16
282,"Lucky Buck",1890,0.04,34,"Irish Dry Stout",16
284,"Thrasher Session India Pale Ale",1886,0.045,44,"American IPA",12
284,"Gutch English Style Mild Ale",1885,0.05,16,"English Pale Mild Ale",12
285,"Hop Freak",1884,0.087,80,"American Double / Imperial IPA",16
285,"Louie's Demise Amber Ale",1272,0.051,24,"American Amber / Red Ale",16
285,"Hop Happy",1080,0.075,51,"American IPA",16
285,"Booyah Farmhouse Ale",932,0.065,20,"Saison / Farmhouse Ale",16
285,"Flaming Damsel Lager (2010)",172,0.048,18,"Vienna Lager",16
285,"Louie’s Demise Immort-Ale (2010)",171,0.051,24,"American Amber / Red Ale",16
286,"Whitecap Wit",1882,0.048,16,"Witbier",16
286,"Seiche Scottish Ale",1881,0.078,16,"Scottish Ale",16
287,"Naked Pig Pale Ale",1875,0.06,43,"American Pale Ale (APA)",12
288,"El Chingon IPA",1874,0.076,73,"American IPA",12
288,"Block Party Robust Porter",1873,0.057,40,"American Porter",12
288,"Local Buzz",1872,0.052,20,"American Blonde Ale",12
289,"Saint Archer White Ale",1868,0.05,15,"Witbier",12
289,"Saint Archer IPA",1867,0.068,66,"American IPA",12
289,"Saint Archer Pale Ale",1865,0.052,40,"American Pale Ale (APA)",12
289,"Saint Archer Blonde",1864,0.048,22,"Kölsch",12
291,"Supergoose IPA",1857,0.069,67,"American IPA",12
292,"IPA & a Half",1856,0.073,87,"American IPA",12
292,"Ornery Amber Lager (2003)",736,0.055,33,"Vienna Lager",12
293,"On the Count of 3 (2015)",1778,0.07,42,"Hefeweizen",16
293,"Amber Road",533,0.055,35,"American Amber / Red Ale",12
293,"Pamola Xtra Pale Ale",183,0.049,28,"American Pale Ale (APA)",12
293,"Stowaway IPA",182,0.069,69,"American IPA",12
295,"American India Red Ale",1850,0.071,83,"American Strong Ale",12
295,"American Red Porter",1849,0.071,45,"American Porter",12
295,"American Red Saison",1848,0.078,34,"Saison / Farmhouse Ale",12
295,"Colorado Red Ale",1847,0.066,44,"American Amber / Red Ale",12
296,"Wachusett Light IPA",1846,0.04,37,"American IPA",12
296,"Green Monsta IPA",1845,0.06,55,"American IPA",12
296,"Wachusett IPA",1844,0.056,50,"American IPA",12
296,"Larry Imperial IPA",1418,0.085,85,"American Double / Imperial IPA",12
296,"Country Pale Ale",1030,0.051,17,"English Pale Ale",12
296,"Wachusett Light IPA (2013)",1029,0.04,37,"American IPA",12
296,"Pumpkan",908,0.052,20,"Pumpkin Ale",12
296,"Wachusett Blueberry Ale",619,0.045,10,"Fruit / Vegetable Beer",12
296,"Green Monsta IPA",618,0.06,55,"American IPA",12
297,"Hefe Lemon",1838,0.049,30,"Radler",12
297,"Hefe Black",1837,0.049,30,"Hefeweizen",12
297,"Widmer Brothers Hefeweizen",1836,0.049,30,"Hefeweizen",12
298,"Provision",1835,0.042,25,"Saison / Farmhouse Ale",12
298,"One Nut Brown",1834,0.047,28,"American Brown Ale",12
298,"Hop Farm IPA",1833,0.058,45,"American IPA",12
299,"Adam's Stout",1832,0.058,40,"American Stout",12
299,"American Hero",1688,0.057,42,"American Amber / Red Ale",12
299,"Schweet Ale",1687,0.052,20,"Fruit / Vegetable Beer",12
299,"Irregardless IPA",1686,0.065,75,"American IPA",12
300,"Our Legacy IPA",1831,0.065,60,"American IPA",12
300,"Our Legacy IPA",1135,0.065,60,"American IPA",16
300,"Blueberry Blonde Ale",773,0.05,12,"American Blonde Ale",12
301,"Porch Rocker",1830,0.045,8,"Radler",12
301,"Rebel IPA",1629,0.065,45,"American IPA",16
301,"Boston Lager",1349,0.049,30,"Vienna Lager",16
301,"Boston Lager",1310,0.049,30,"Vienna Lager",12
301,"Samuel Adams Octoberfest",1281,0.053,15,"Märzen / Oktoberfest",12
301,"Samuel Adams Summer Ale",1144,0.053,7,"American Pale Wheat Ale",12
301,"Boston Lager",1143,0.049,30,"Vienna Lager",12
302,"Falling Down Brown Ale",1487,0.065,65,"American Brown Ale",16
302,"Old Forge Pumpkin Ale",1394,0.046,20,"Pumpkin Ale",16
303,"Squatters Hop Rising Double IPA",1825,0.09,75,"American Double / Imperial IPA",12
303,"Squatters Hop Rising Double IPA (2014)",1680,0.09,75,"American Double / Imperial IPA",12
304,"#9",1813,0.051,20,"Fruit / Vegetable Beer",16
304,"Elder Betty",1113,0.055,13,"Hefeweizen",12
304,"#9",360,0.051,20,"Fruit / Vegetable Beer",12
305,"Quarter Mile Double IPA",1812,0.08,80,"American Double / Imperial IPA",12
307,"Hoptopus Double IPA",1806,0.088,108,"American Double / Imperial IPA",16
308,"Rodeo Rye Pale Ale",1805,0.042,35,"American Pale Ale (APA)",12
308,"Outlaw IPA",1048,0.062,65,"American IPA",12
308,"Payette Pale Ale",890,0.048,35,"American Pale Ale (APA)",12
308,"Mutton Buster",775,0.055,25,"American Brown Ale",12
309,"Last Stop IPA",1801,0.072,60,"American IPA",12
309,"Rollin Dirty Red Ale",1800,0.05,21,"Irish Red Ale",12
309,"Are Wheat There Yet?",1799,0.055,28,"American Pale Wheat Ale",12
310,"Dagger Falls IPA",1596,0.063,100,"American IPA",12
310,"Dagger Falls IPA",1595,0.063,100,"American IPA",12
310,"Old Devil's Tooth",1160,0.099,100,"American Barleywine",12
310,"Hell-Diver Pale Ale",1151,0.052,32,"American Pale Ale (APA)",12
310,"Woolybugger Wheat",1150,0.046,12,"American Pale Wheat Ale",12
310,"Winterfest",995,0.084,90,"American Strong Ale",16
310,"Dagger Falls IPA",879,0.063,100,"American IPA",12
312,"Filthy Hoppin' IPA",1795,0.065,72,"American IPA",16
313,"Thunder Ann",1793,0.055,37,"American Pale Ale (APA)",12
314,"Iron Butt Red Ale",1792,0.058,39,"American Amber / Red Ale",12
314,"Initial Point India Pale Ale",1609,0.071,92,"American IPA",12
315,"Hot Date Ale",1791,0.06,20,"Chile Beer",16
315,"Sweet Potato Ale",1491,0.06,24,"Fruit / Vegetable Beer",16
315,"Float Trip Ale",1335,0.045,18,"American Blonde Ale",16
315,"Old Tom Porter",847,0.055,25,"American Porter",16
315,"Black Walnut Wheat",846,0.045,18,"American Dark Wheat Ale",16
315,"McKinney Eddy Amber Ale",521,0.055,20,"American Amber / Red Ale",16
315,"Missouri Mule India Pale Ale",479,0.07,70,"American IPA",16
319,"Banner American Rye",1644,0.045,20,"Rye Beer",12
319,"Banner American Ale",1643,0.035,45,"American Amber / Red Ale",12
321,"Jacaranada Rye IPA",1772,0.067,60,"American IPA",16
322,"Lil SIPA",1771,0.05,55,"American IPA",16
322,"Hop Bomber Rye Pale Ale",1654,0.055,60,"American Pale Ale (APA)",16
323,"Voodoo Love Child",1770,0.092,25,"Tripel",12
323,"White Magick of the Sun",1769,0.079,23,"Witbier",12
323,"Wynona's Big Brown Ale",1730,0.075,31,"American Brown Ale",12
323,"Gran Met",1729,0.092,25,"Belgian Strong Pale Ale",12
323,"Good Vibes IPA",1603,0.073,85,"American IPA",12
323,"Pilzilla",1488,0.075,85,"American Double / Imperial Pilsner",12
325,"GreyBeard™ IPA",1760,0.069,51,"American IPA",12
325,"Pisgah Pale Ale",1759,0.057,31,"American Pale Ale (APA)",12
327,"When Helles Freezes Over",1756,0.056,18,"Munich Helles Lager",12
327,"Morgan Street Oktoberfest",1617,0.049,24,"Märzen / Oktoberfest",12
327,"Honey Wheat",1052,0.047,14,"American Pale Wheat Ale",12
327,"Black Bear Dark Lager",1051,0.046,24,"Schwarzbier",12
327,"Golden Pilsner",1046,0.05,35,"German Pilsener",12
329,"Just IPA",1749,0.046,45,"American IPA",12
330,"Bronx Summer Pale Ale",1748,0.052,16,"American Pale Ale (APA)",16
330,"Bronx Black Pale Ale",1747,0.057,46,"American Black Ale",16
330,"Bronx Pale Ale",1037,0.063,50,"American Pale Ale (APA)",16
331,"Dead Armadillo Amber Ale",1746,0.063,37,"American Amber / Red Ale",12
333,"A Slice of Hefen",1741,0.054,15,"Hefeweizen",16
333,"Elevated IPA",664,0.072,100,"American IPA",16
336,"Iron Horse Pale Ale",1722,0.05,32,"American Pale Ale (APA)",12
336,"Stone's Throw IPA",1435,0.045,19,"Scottish Ale",12
336,"Wood Chipper India Pale Ale",1434,0.067,70,"American IPA",12
337,"Big Sky IPA",1714,0.062,65,"American IPA",12
337,"Scape Goat Pale Ale",1713,0.05,40,"English Pale Ale",12
337,"Montana Trout Slayer Ale",1712,0.05,35,"American Pale Wheat Ale",12
337,"Moose Drool Brown Ale",1711,0.051,26,"American Brown Ale",12
337,"Powder Hound Winter Ale",1456,0.072,60,"English Strong Ale",12
337,"Moose Drool Brown Ale (2011)",767,0.051,26,"American Brown Ale",12
337,"Montana Trout Slayer Ale (2012)",766,0.05,35,"American Pale Wheat Ale",12
337,"Big Sky IPA (2012)",579,0.062,65,"American IPA",12
337,"Scape Goat Pale Ale (2010)",159,0.05,40,"English Pale Ale",12
337,"Montana Trout Slayer Ale (2009)",35,0.05,35,"American Pale Wheat Ale",12
337,"Moose Drool Brown Ale (2009)",34,0.051,26,"American Brown Ale",12
338,"Wick For Brains",1705,0.061,11,"Pumpkin Ale",12
338,"Nebraska India Pale Ale",1148,0.065,65,"American IPA",12
338,"EOS Hefeweizen",1147,0.048,10,"Hefeweizen",12
338,"Brunette Nut Brown Ale",1146,0.048,15,"English Brown Ale",12
338,"Cardinal Pale Ale",1145,0.057,29,"American Pale Ale (APA)",12
340,"Be Hoppy IPA",1697,0.065,69,"American IPA",16
341,"Category 3 IPA",1685,0.061,64,"American IPA",12
343,"KelSo Nut Brown Lager",1678,0.057,19,"Euro Dark Lager",12
343,"KelSo India Pale Ale",1572,0.06,64,"American IPA",12
343,"KelSo Pilsner",1348,0.055,23,"Czech Pilsener",12
344,"The Great Return",1677,0.075,70,"American IPA",16
344,"Hardywood Cream Ale",1331,0.044,18,"Cream Ale",12
344,"Capital Trail Pale Ale",1270,0.056,55,"American Pale Ale (APA)",12
345,"Troopers Alley IPA",1676,0.059,135,"American IPA",12
346,"Madra Allta",1675,0.064,95,"American IPA",12
346,"Duluchan India Pale Ale",1249,0.056,70,"American IPA",12
347,"Chaotic Double IPA",1674,0.099,93,"American Double / Imperial IPA",12
347,"Manzanita IPA",1673,0.08,88,"American IPA",12
347,"Riverwalk Blonde Ale",1672,0.06,25,"American Blonde Ale",12
347,"Gillespie Brown Ale",1671,0.095,49,"American Brown Ale",12
347,"Manzanita Pale Ale",1670,0.066,44,"American Pale Ale (APA)",12
351,"Chai Ale",1649,0.051,15,"Herbed / Spiced Beer",16
351,"Lucky Day IPA",1648,0.072,85,"American IPA",16
351,"Terrace Hill Double IPA",1647,0.095,99,"American Double / Imperial IPA",16
351,"Catch 23",1646,0.075,77,"American Black Ale",16
352,"Westfield Octoberfest",1645,0.057,22,"Märzen / Oktoberfest",12
352,"Charlie in the Rye",1550,0.058,55,"American IPA",12
356,"Elephant Rock IPA",1384,0.07,75,"American IPA",12
357,"Belgian Style Session Ale",1625,0.045,21,"Belgian Pale Ale",12
357,"Summer Paradise",1484,0.05,18,"American Pale Wheat Ale",12
357,"Monk from the 'Yunk",1356,0.09,30,"Tripel",12
357,"Schuylkill Punch",1355,0.06,14,"Fruit / Vegetable Beer",12
357,"Dreamin' Double IPA",1334,0.085,85,"American Double / Imperial IPA",12
360,"Jam Session",1622,0.051,31,"American Pale Ale (APA)",16
360,"Hop Drop 'N Roll IPA",1621,0.072,80,"American IPA",16
361,"Pumpkin Beast",1620,0.062,17,"Pumpkin Ale",12
361,"OktoberBeast",1579,0.072,22,"Märzen / Oktoberfest",12
361,"Mad Beach",1228,0.048,23,"American Pale Wheat Ale",12
361,"Devils Tramping Ground Tripel",704,0.092,5,"Tripel",12
361,"Hot Rod Red",702,0.061,41,"American Amber / Red Ale",12
362,"Hop Slayer Double IPA",1619,0.082,100,"American Double / Imperial IPA",12
362,"Phat Chance",971,0.052,27,"American Blonde Ale",12
362,"Hop Slayer Double IPA (2011)",740,0.082,100,"American Double / Imperial IPA",12
362,"Hop Slayer Double IPA (2011)",430,0.082,100,"American Double / Imperial IPA",12
362,"Wild Onion Summer Wit",398,0.042,13,"Witbier",12
362,"Jack Stout",366,0.06,23,"Oatmeal Stout",12
362,"Paddy Pale Ale",162,0.056,41,"American Pale Ale (APA)",12
363,"The 12th Can™",1615,0.045,32,"American Pale Ale (APA)",16
363,"Hilliard's Pils",889,0.055,34,"Czech Pilsener",16
363,"Hilliard's Blonde",724,0.049,20,"American Blonde Ale",16
363,"Hilliard's Amber Ale",497,0.055,60,"American Amber / Red Ale",16
363,"Hilliard's Saison",496,0.066,30,"Saison / Farmhouse Ale",16
366,"Chickawawa Lemonale",1604,0.05,5,"Fruit / Vegetable Beer",12
366,"Barrel Aged Farmer",1574,0.07,22,"American Brown Ale",16
366,"Dos Pistolas",1244,0.048,20,"Vienna Lager",12
366,"Owney Irish Style Red Ale",1064,0.05,30,"Irish Red Ale",16
366,"Widespread Wit",865,0.055,10,"Witbier",16
366,"Roller Dam Red Ale",864,0.054,30,"Irish Red Ale",16
366,"483 Pale Ale",863,0.053,48,"American Pale Ale (APA)",16
366,"Hop A Potamus Double Dark Rye Pale Ale",672,0.09,99,"Rye Beer",16
366,"Farmer Brown Ale",655,0.07,22,"American Brown Ale",16
366,"Big Cock IPA",540,0.07,70,"American IPA",16
366,"Oktoberfest",539,0.059,25,"Märzen / Oktoberfest",16
366,"40th Annual Bix Street Fest Copper Ale (Current)",517,0.048,25,"American Amber / Red Ale",16
366,"Redband Stout",371,0.06,36,"American Stout",16
366,"483 Pale Ale (2010)",190,0.053,48,"American Pale Ale (APA)",16
366,"Roller Dam Red Ale (2010)",189,0.054,30,"Irish Red Ale",16
367,"Mustang Golden Ale",421,0.053,10,"American Blonde Ale",12
367,"Washita Wheat",420,0.053,14,"American Pale Wheat Ale",12
368,"Maylani's Coconut Stout",1594,0.053,35,"American Stout",16
368,"Oatmeal PSA",1162,0.05,35,"American Pale Ale (APA)",16
368,"Pre Flight Pilsner",1137,0.052,33,"American Pilsner",16
369,"Lower De Boom",1036,0.099,92,"American Barleywine",8.4
369,"Fireside Chat",1024,0.079,45,"Winter Warmer",12
369,"Bitter American",876,0.044,42,"American Pale Ale (APA)",12
369,"Hell or High Watermelon Wheat (2009)",802,0.049,17,"Fruit / Vegetable Beer",12
369,"Hell or High Watermelon Wheat (2009)",801,0.049,17,"Fruit / Vegetable Beer",12
369,"21st Amendment Watermelon Wheat Beer (2006)",800,0.049,17,"Fruit / Vegetable Beer",12
369,"21st Amendment IPA (2006)",799,0.07,70,"American IPA",12
369,"Brew Free! or Die IPA (2008)",797,0.07,70,"American IPA",12
369,"Brew Free! or Die IPA (2009)",796,0.07,70,"American IPA",12
369,"Special Edition: Allies Win The War!",531,0.085,52,"English Strong Ale",12
369,"Hop Crisis",432,0.097,94,"American Double / Imperial IPA",12
369,"Bitter American (2011)",353,0.044,42,"American Pale Ale (APA)",12
369,"Fireside Chat (2010)",321,0.079,45,"Winter Warmer",12
369,"Back in Black",173,0.068,65,"American Black Ale",12
369,"Monk's Blood",11,0.083,35,"Belgian Dark Ale",12
369,"Brew Free! or Die IPA",10,0.07,65,"American IPA",12
369,"Hell or High Watermelon Wheat",9,0.049,17,"Fruit / Vegetable Beer",12
370,"Crank Yanker IPA",1382,0.078,74,"American IPA",16
370,"Crank Yanker IPA (2011)",395,0.078,74,"American IPA",16
372,"Sly Fox Christmas Ale 2013",1588,0.055,16,"Winter Warmer",12
372,"Grisette",1363,0.056,25,"Grisette",12
372,"Helles Golden Lager",1123,0.049,18,"Munich Helles Lager",12
372,"Sly Fox Christmas Ale 2012 (2012)",926,0.055,16,"Winter Warmer",12
372,"Odyssey Imperial IPA",894,0.084,90,"American Double / Imperial IPA",12
372,"Oktoberfest Lager",166,0.058,25,"Märzen / Oktoberfest",12
372,"113 IPA",24,0.07,113,"American IPA",12
372,"Dunkel Lager",23,0.053,21,"Munich Dunkel Lager",12
372,"Royal Weisse Ale",22,0.056,11,"Hefeweizen",12
372,"Pikeland Pils",21,0.049,44,"German Pilsener",12
372,"Phoenix Pale Ale",20,0.051,40,"American Pale Ale (APA)",12
375,"Trolley Stop Stout",1580,0.057,40,"American Stout",12
375,"Bitter Bitch Imperial IPA",980,0.082,138,"American Double / Imperial IPA",12
375,"Poop Deck Porter",979,0.062,35,"American Porter",12
375,"Old Red Beard Amber Ale",978,0.06,35,"American Amber / Red Ale",12
376,"Lahaina Town Brown",1578,0.051,20,"American Brown Ale",12
376,"Sobrehumano Palena'ole",690,0.06,24,"American Amber / Red Ale",12
376,"La Perouse White",547,0.05,12,"Witbier",12
376,"Flyin' HI.P.Hay",435,0.068,68,"American IPA",12
376,"Mana Wheat",313,0.055,15,"American Pale Wheat Ale",12
376,"Bikini Blonde Lager",33,0.045,18,"Munich Helles Lager",12
376,"CoCoNut Porter",32,0.057,30,"American Porter",12
376,"Big Swell IPA",31,0.062,65,"American IPA",12
377,"12th Round",1577,0.076,78,"American Strong Ale",16
377,"RoughTail IPA",1576,0.07,80,"American IPA",16
378,"Slow Hand Stout",1571,0.052,29,"American Stout",16
380,"Flying Jenny Extra Pale Ale",1505,0.06,54,"American Pale Ale (APA)",12
380,"Hazy Day Belgian-Style Wit",1186,0.04,20,"Witbier",16
380,"Leaning Chimney Smoked Porter",984,0.06,34,"American Porter",16
380,"Flying Jenny Extra Pale Ale (2012)",693,0.06,54,"American Pale Ale (APA)",12
380,"Flagship Ale",631,0.049,22,"Cream Ale",12
381,"1327 Pod's ESB",888,0.056,37,"Extra Special / Strong Bitter (ESB)",12
381,"1327 Pod's ESB",886,0.056,37,"Extra Special / Strong Bitter (ESB)",12
381,"1327 Pod's ESB",612,0.056,37,"Extra Special / Strong Bitter (ESB)",12
381,"834 Happy As Ale",611,0.046,35,"American Pale Ale (APA)",12
383,"Full Nelson Pale Ale",1547,0.059,60,"American Pale Ale (APA)",12
383,"Steel Wheels ESB",1546,0.065,30,"Extra Special / Strong Bitter (ESB)",12
383,"Blue Mountain Classic Lager",1545,0.053,22,"Euro Pale Lager",12
383,"Full Nelson Pale Ale (2010)",119,0.059,60,"American Pale Ale (APA)",12
384,"Starr Pils",1544,0.042,20,"German Pilsener",12
384,"Northern Lights India Pale Ale",1205,0.065,52,"American IPA",16
384,"Festie",369,0.048,12,"Märzen / Oktoberfest",12
384,"Northern Lights India Pale Ale",368,0.065,52,"American IPA",12
385,"Westbrook Gose",1312,0.04,5,"Gose",12
385,"White Thai",576,0.05,16,"Witbier",12
385,"Westbrook IPA",575,0.068,65,"American IPA",12
386,"Monkey Fist IPA",1539,0.069,65,"American IPA",12
388,"Old Grogham Imperial India Pale Ale",1265,0.085,86,"American Double / Imperial IPA",16
388,"Old Grogham Imperial India Pale Ale (2012)",747,0.085,86,"American Double / Imperial IPA",16
390,"G'KNIGHT",1533,0.087,85,"American Double / Imperial IPA",12
390,"Ten Fidy",1532,0.099,98,"Russian Imperial Stout",12
390,"Deviant Dale's IPA",1328,0.08,85,"American Double / Imperial IPA",16
390,"Old Chub",1175,0.08,35,"Scottish Ale",12
390,"Dale's Pale Ale",1166,0.065,65,"American Pale Ale (APA)",19.2
390,"Dale's Pale Ale",1065,0.065,65,"American Pale Ale (APA)",12
392,"Agave Wheat",1522,0.042,9,"American Pale Wheat Ale",12
392,"SummerBright Ale",397,0.045,15,"American Pale Wheat Ale",12
392,"Lucky U IPA",193,0.062,68,"American IPA",12
392,"Avalanche Ale",83,0.054,19,"American Amber / Red Ale",12
393,"Saison 88",1519,0.055,30,"Saison / Farmhouse Ale",12
393,"Black IPA",967,0.071,95,"American Black Ale",12
394,"Shark Bait",1508,0.053,11,"Fruit / Vegetable Beer",12
394,"Gator Tail Brown Ale",1507,0.053,30,"American Brown Ale",12
394,"Miami Vice IPA",1506,0.071,62,"American IPA",12
394,"Big Rod Coconut Ale",1325,0.053,16,"American Blonde Ale",12
396,"Alteration",502,0.051,40,"Altbier",12
396,"Pale Dog",501,0.06,50,"American Pale Ale (APA)",12
398,"1881 California Red",1479,0.056,35,"American Amber / Red Ale",12
398,"CAPT Black IPA",1478,0.073,55,"American Black Ale",12
398,"Ruhstaller's Gilt Edge Lager Beer",1370,0.048,42,"American Amber / Red Lager",12
398,"CAPT Black IPA",883,0.073,55,"American Black Ale",16
398,"1881 California Red Ale",882,0.056,35,"American Amber / Red Ale",16
399,"Oval Beach Blonde Ale",1477,0.05,11,"American Blonde Ale",16
402,"Desolation IPA",837,0.062,43,"American IPA",16
403,"Wolverine Premium Lager",1468,0.047,15,"American Pale Lager",12
406,"Sudice American Stout",1455,0.07,58,"American Stout",16
406,"Parcae Belgian Style Pale Ale",1454,0.05,20,"Belgian Pale Ale",16
406,"Norns Roggenbier",1453,0.05,20,"Roggenbier",16
406,"Laimas Kölsch Style Ale",1452,0.05,20,"Kölsch",16
406,"Moirai India Pale Ale",1451,0.07,70,"American IPA",16
411,"Weiss Trash Culture",1417,0.034,6,"Berliner Weissbier",12
411,"Gandhi-Bot Double IPA (12 oz.)",320,0.088,85,"American Double / Imperial IPA",12
411,"Gandhi-Bot Double IPA (16 oz.) (2010)",42,0.088,85,"American Double / Imperial IPA",16
413,"Sand Island Lighthouse",1410,0.051,25,"Kölsch",12
413,"Lily Flagg Milk Stout",925,0.05,30,"Milk / Sweet Stout",12
